,resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,time,milliseconds,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,dob,constructorRef,status,constructorPoints,avgPit,circuitRef
15375,1851,106,47,18,20,17,0.0,41,,,20.0,2022-07-29 01:39:26,210.241,20,baumgartner,1981-01-01,minardi,Spun off,1.0,,suzuka
15376,1852,106,14,1,8,18,0.0,38,,,9.0,2022-07-29 01:33:55,222.592,4,coulthard,1971-03-27,mclaren,Collision,61.0,,suzuka
15377,1853,106,22,6,15,19,0.0,38,,,1.0,2022-07-29 01:32:43,225.441,4,barrichello,1972-05-23,ferrari,Collision,254.0,24617.02,suzuka
15378,1854,106,17,19,3,20,0.0,20,,,11.0,2022-07-29 01:34:13,221.855,25,webber,1976-08-27,jaguar,Overheating,10.0,23556.549295774646,suzuka
15379,2175,123,22,6,1,1,10.0,53,0.0,5111743.0,,,,1,barrichello,1972-05-23,ferrari,Finished,158.0,24617.02,suzuka
15380,2176,123,8,1,8,2,8.0,53,11.085,5122828.0,,,,1,raikkonen,1979-10-17,mclaren,Finished,142.0,77797.62640449438,suzuka
15381,2177,123,14,1,7,3,6.0,53,11.614,5123357.0,,,,1,coulthard,1971-03-27,mclaren,Finished,142.0,,suzuka
15382,2178,123,18,16,9,4,5.0,53,33.106,5144849.0,,,,1,button,1980-01-19,bar,Finished,26.0,45562.59845559845,suzuka
15383,2179,123,15,4,20,5,4.0,53,34.269,5146012.0,,,,1,trulli,1974-07-13,renault,Finished,88.0,25106.5,suzuka
15384,2180,123,11,16,13,6,3.0,53,51.692,5163435.0,,,,1,sato,1977-01-28,bar,Finished,26.0,,suzuka
15385,2181,123,43,7,3,7,2.0,53,56.794,5168537.0,,,,1,matta,1973-09-19,toyota,Finished,16.0,,suzuka
15386,2182,123,30,6,14,8,1.0,53,59.487,5171230.0,,,,1,michael_schumacher,1969-01-03,ferrari,Finished,158.0,22541.64444444445,suzuka
15387,2183,123,2,15,11,9,0.0,53,,5171902.0,,,,1,heidfeld,1977-05-10,sauber,Finished,19.0,22933.32,suzuka
15388,2184,123,44,7,4,10,0.0,53,,5173587.0,,,,1,panis,1966-09-02,toyota,Finished,16.0,,suzuka
15389,2185,123,17,19,6,11,0.0,53,,5182748.0,,,,1,webber,1976-08-27,jaguar,Finished,18.0,23556.549295774646,suzuka
15390,2186,123,23,3,19,12,0.0,52,,,,,,11,ralf_schumacher,1975-06-30,williams,+1 Lap,144.0,,suzuka
15391,2187,123,51,19,10,13,0.0,52,,,,,,11,wilson,1978-07-31,jaguar,+1 Lap,18.0,,suzuka
15392,2188,123,52,17,15,14,0.0,51,,,,,,12,firman,1975-05-20,jordan,+2 Laps,13.0,,suzuka
15393,2189,123,50,18,17,15,0.0,51,,,,,,12,verstappen,1972-03-04,minardi,+2 Laps,0.0,,suzuka
15394,2190,123,53,18,18,16,0.0,50,,,,,,13,kiesa,1978-03-03,minardi,+3 Laps,0.0,,suzuka
15395,2191,123,21,17,16,17,0.0,33,,,,,,60,fisichella,1973-01-14,jordan,Out of fuel,13.0,,suzuka
15396,2192,123,4,4,5,18,0.0,17,,,,,,5,alonso,1981-07-29,renault,Engine,88.0,69458.58670520231,suzuka
15397,2193,123,49,15,12,19,0.0,9,,,,,,5,frentzen,1967-05-18,sauber,Engine,19.0,,suzuka
15398,2194,123,31,3,2,20,0.0,9,,,,,,9,montoya,1975-09-20,williams,Hydraulics,144.0,,suzuka
15399,2537,140,30,6,1,1,10.0,53,0.0,5219698.0,,,,1,michael_schumacher,1969-01-03,ferrari,Finished,221.0,22541.64444444445,suzuka
15400,2538,140,22,6,2,2,6.0,53,0.506,5220204.0,,,,1,barrichello,1972-05-23,ferrari,Finished,221.0,24617.02,suzuka
15401,2539,140,8,1,4,3,4.0,53,23.292,5242990.0,,,,1,raikkonen,1979-10-17,mclaren,Finished,65.0,77797.62640449438,suzuka
15402,2540,140,31,3,6,4,3.0,53,36.275,5255973.0,,,,1,montoya,1975-09-20,williams,Finished,92.0,,suzuka
15403,2541,140,11,17,7,5,2.0,53,,5302392.0,,,,1,sato,1977-01-28,jordan,Finished,9.0,,suzuka
15404,2542,140,18,4,10,6,1.0,52,,,,,,11,button,1980-01-19,renault,+1 Lap,23.0,45562.59845559845,suzuka
15405,2543,140,2,15,12,7,0.0,52,,,,,,11,heidfeld,1977-05-10,sauber,+1 Lap,11.0,22933.32,suzuka
15406,2544,140,63,7,13,8,0.0,52,,,,,,11,salo,1966-11-30,toyota,+1 Lap,2.0,,suzuka
15407,2545,140,56,19,14,9,0.0,52,,,,,,11,irvine,1965-11-10,jaguar,+1 Lap,8.0,,suzuka
15408,2546,140,17,18,19,10,0.0,51,,,,,,12,webber,1976-08-27,minardi,+2 Laps,2.0,23556.549295774646,suzuka
15409,2547,140,23,3,5,11,0.0,48,,,,,,5,ralf_schumacher,1975-06-30,williams,Engine,92.0,,suzuka
15410,2548,140,37,19,17,12,0.0,39,,,,,,7,rosa,1971-02-24,jaguar,Transmission,8.0,25247.864864864863,suzuka
15411,2549,140,21,17,8,13,0.0,37,,,,,,5,fisichella,1973-01-14,jordan,Engine,9.0,,suzuka
15412,2550,140,15,4,11,14,0.0,32,,,,,,26,trulli,1974-07-13,renault,Mechanical,23.0,25106.5,suzuka
15413,2551,140,35,16,9,15,0.0,27,,,,,,5,villeneuve,1971-04-09,bar,Engine,7.0,,suzuka
15414,2552,140,62,18,20,16,0.0,14,,,,,,20,yoong,1976-07-20,minardi,Spun off,2.0,,suzuka
15415,2553,140,44,16,16,17,0.0,8,,,,,,26,panis,1966-09-02,bar,Mechanical,7.0,,suzuka
15416,2554,140,14,1,3,18,0.0,7,,,,,,37,coulthard,1971-03-27,mclaren,Throttle,65.0,,suzuka
15417,2555,140,13,15,15,19,0.0,3,,,,,,3,massa,1981-04-25,sauber,Accident,11.0,48945.787301587305,suzuka
15418,2556,140,66,7,18,20,0.0,0,,,,,,73,mcnish,1969-12-29,toyota,Injured,2.0,,suzuka
15419,2909,157,30,6,1,1,10.0,53,0.0,5253298.0,,,,1,michael_schumacher,1969-01-03,ferrari,Finished,179.0,22541.64444444445,suzuka
15420,2910,157,31,3,2,2,6.0,53,3.154,5256452.0,,,,1,montoya,1975-09-20,williams,Finished,80.0,,suzuka
15421,2911,157,14,1,7,3,4.0,53,23.262,5276560.0,,,,1,coulthard,1971-03-27,mclaren,Finished,102.0,,suzuka
15422,2912,157,57,1,5,4,3.0,53,35.539,5288837.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,102.0,,suzuka
15423,2913,157,22,6,4,5,2.0,53,36.544,5289842.0,,,,1,barrichello,1972-05-23,ferrari,Finished,179.0,24617.02,suzuka
15424,2914,157,23,3,3,6,1.0,53,37.122,5290420.0,,,,1,ralf_schumacher,1975-06-30,williams,Finished,80.0,,suzuka
15425,2915,157,18,22,9,7,0.0,53,,5350400.0,,,,1,button,1980-01-19,benetton,Finished,10.0,45562.59845559845,suzuka
15426,2916,157,15,17,8,8,0.0,52,,,,,,11,trulli,1974-07-13,jordan,+1 Lap,19.0,25106.5,suzuka
15427,2917,157,2,15,10,9,0.0,52,,,,,,11,heidfeld,1977-05-10,sauber,+1 Lap,21.0,22933.32,suzuka
15428,2918,157,35,16,14,10,0.0,52,,,,,,11,villeneuve,1971-04-09,bar,+1 Lap,17.0,,suzuka
15429,2919,157,4,18,18,11,0.0,52,,,,,,11,alonso,1981-07-29,minardi,+1 Lap,0.0,69458.58670520231,suzuka
15430,2920,157,49,20,15,12,0.0,52,,,,,,11,frentzen,1967-05-18,prost,+1 Lap,4.0,,suzuka
15431,2921,157,44,16,17,13,0.0,51,,,,,,12,panis,1966-09-02,bar,+2 Laps,17.0,,suzuka
15432,2922,157,59,21,20,14,0.0,51,,,,,,12,bernoldi,1978-10-19,arrows,+2 Laps,1.0,,suzuka
15433,2923,157,50,21,21,15,0.0,51,,,,,,12,verstappen,1972-03-04,arrows,+2 Laps,1.0,,suzuka
15434,2924,157,62,18,22,16,0.0,50,,,,,,13,yoong,1976-07-20,minardi,+3 Laps,0.0,,suzuka
15435,2925,157,21,22,6,17,0.0,47,,,,,,6,fisichella,1973-01-14,benetton,Gearbox,10.0,,suzuka
15436,2926,157,37,19,16,18,0.0,45,,,,,,44,rosa,1971-02-24,jaguar,Oil leak,9.0,25247.864864864863,suzuka
15437,2927,157,61,20,19,19,0.0,42,,,,,,23,enge,1976-09-11,prost,Brakes,4.0,,suzuka
15438,2928,157,56,19,13,20,0.0,24,,,,,,71,irvine,1965-11-10,jaguar,Fuel rig,9.0,,suzuka
15439,2929,157,8,15,12,21,0.0,5,,,,,,4,raikkonen,1979-10-17,sauber,Collision,21.0,77797.62640449438,suzuka
15440,2930,157,55,17,11,22,0.0,5,,,,,,4,alesi,1964-06-11,jordan,Collision,19.0,,suzuka
15441,3260,173,30,6,1,1,10.0,53,0.0,5393435.0,,,,1,michael_schumacher,1969-01-03,ferrari,Finished,156.0,22541.64444444445,suzuka
15442,3261,173,57,1,2,2,6.0,53,1.837,5395272.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,153.0,,suzuka
15443,3262,173,14,1,3,3,4.0,53,,5463349.0,,,,1,coulthard,1971-03-27,mclaren,Finished,153.0,,suzuka
15444,3263,173,22,6,4,4,3.0,53,,5472626.0,,,,1,barrichello,1972-05-23,ferrari,Finished,156.0,24617.02,suzuka
15445,3264,173,18,3,5,5,2.0,53,,5479129.0,,,,1,button,1980-01-19,williams,Finished,36.0,45562.59845559845,suzuka
15446,3265,173,35,16,9,6,1.0,52,,,,,,11,villeneuve,1971-04-09,bar,+1 Lap,18.0,,suzuka
15447,3266,173,65,19,10,7,0.0,52,,,,,,11,herbert,1964-06-25,jaguar,+1 Lap,3.0,,suzuka
15448,3267,173,56,19,7,8,0.0,52,,,,,,11,irvine,1965-11-10,jaguar,+1 Lap,3.0,,suzuka
15449,3268,173,41,16,18,9,0.0,52,,,,,,11,zonta,1976-03-23,bar,+1 Lap,18.0,,suzuka
15450,3269,173,63,15,19,10,0.0,52,,,,,,11,salo,1966-11-30,sauber,+1 Lap,6.0,,suzuka
15451,3270,173,64,15,20,11,0.0,52,,,,,,11,diniz,1970-05-22,sauber,+1 Lap,6.0,,suzuka
15452,3271,173,37,21,13,12,0.0,52,,,,,,11,rosa,1971-02-24,arrows,+1 Lap,7.0,25247.864864864863,suzuka
15453,3272,173,15,17,15,13,0.0,52,,,,,,11,trulli,1974-07-13,jordan,+1 Lap,17.0,25106.5,suzuka
15454,3273,173,21,22,12,14,0.0,52,,,,,,11,fisichella,1973-01-14,benetton,+1 Lap,20.0,,suzuka
15455,3274,173,60,18,22,15,0.0,51,,,,,,12,mazzacane,1975-05-08,minardi,+2 Laps,0.0,,suzuka
15456,3275,173,48,18,21,16,0.0,46,,,,,,5,gene,1974-03-29,minardi,Engine,0.0,,suzuka
15457,3276,173,23,3,6,17,0.0,41,,,,,,20,ralf_schumacher,1975-06-30,williams,Spun off,36.0,,suzuka
15458,3277,173,2,20,16,18,0.0,41,,,,,,22,heidfeld,1977-05-10,prost,Suspension,0.0,22933.32,suzuka
15459,3278,173,25,22,11,19,0.0,37,,,,,,20,wurz,1974-02-15,benetton,Spun off,20.0,,suzuka
15460,3279,173,49,17,8,20,0.0,29,,,,,,9,frentzen,1967-05-18,jordan,Hydraulics,17.0,,suzuka
15461,3280,173,55,20,17,21,0.0,19,,,,,,5,alesi,1964-06-11,prost,Engine,0.0,,suzuka
15462,3281,173,50,21,14,22,0.0,9,,,,,,10,verstappen,1972-03-04,arrows,Electrical,7.0,,suzuka
15463,3634,190,57,1,2,1,10.0,53,0.0,5478785.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,124.0,,suzuka
15464,3635,190,30,6,1,2,6.0,53,5.015,5483800.0,,,,1,michael_schumacher,1969-01-03,ferrari,Finished,128.0,22541.64444444445,suzuka
15465,3636,190,56,6,5,3,4.0,53,,5574473.0,,,,1,irvine,1965-11-10,ferrari,Finished,128.0,,suzuka
15466,3637,190,49,17,4,4,3.0,53,,5577420.0,,,,1,frentzen,1967-05-18,jordan,Finished,61.0,,suzuka
15467,3638,190,23,3,9,5,2.0,53,,5578279.0,,,,1,ralf_schumacher,1975-06-30,williams,Finished,35.0,,suzuka
15468,3639,190,55,15,10,6,1.0,52,,,,,,11,alesi,1964-06-11,sauber,+1 Lap,5.0,,suzuka
15469,3640,190,65,24,8,7,0.0,52,,,,,,11,herbert,1964-06-25,stewart,+1 Lap,36.0,,suzuka
15470,3641,190,22,24,13,8,0.0,52,,,,,,11,barrichello,1972-05-23,stewart,+1 Lap,36.0,24617.02,suzuka
15471,3642,190,35,16,11,9,0.0,52,,,,,,11,villeneuve,1971-04-09,bar,+1 Lap,0.0,,suzuka
15472,3643,190,25,22,15,10,0.0,52,,,,,,11,wurz,1974-02-15,benetton,+1 Lap,16.0,,suzuka
15473,3644,190,64,15,17,11,0.0,52,,,,,,11,diniz,1970-05-22,sauber,+1 Lap,5.0,,suzuka
15474,3645,190,41,16,18,12,0.0,52,,,,,,11,zonta,1976-03-23,bar,+1 Lap,0.0,,suzuka
15475,3646,190,37,21,21,13,0.0,51,,,,,,12,rosa,1971-02-24,arrows,+2 Laps,1.0,25247.864864864863,suzuka
15476,3647,190,21,22,14,14,0.0,47,,,,,,5,fisichella,1973-01-14,benetton,Engine,16.0,,suzuka
15477,3648,190,68,21,19,15,0.0,43,,,,,,6,takagi,1974-02-12,arrows,Gearbox,1.0,,suzuka
15478,3649,190,69,18,22,16,0.0,43,,,,,,5,badoer,1971-01-25,minardi,Engine,1.0,,suzuka
15479,3650,190,14,1,3,17,0.0,39,,,,,,9,coulthard,1971-03-27,mclaren,Hydraulics,124.0,,suzuka
15480,3651,190,48,18,20,18,0.0,31,,,,,,6,gene,1974-03-29,minardi,Gearbox,1.0,,suzuka
15481,3652,190,71,17,12,19,0.0,21,,,,,,68,damon_hill,1960-09-17,jordan,Physical,61.0,,suzuka
15482,3653,190,44,20,6,20,0.0,19,,,,,,91,panis,1966-09-02,prost,Alternator,9.0,,suzuka
15483,3654,190,15,20,7,21,0.0,3,,,,,,5,trulli,1974-07-13,prost,Engine,9.0,25106.5,suzuka
15484,3655,190,70,3,8,22,0.0,0,,,,,,10,zanardi,1966-10-23,williams,Electrical,35.0,,suzuka
15485,3983,206,57,1,2,1,10.0,51,0.0,5243400.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,156.0,,suzuka
15486,3984,206,56,6,4,2,6.0,51,6.491,5249891.0,,,,1,irvine,1965-11-10,ferrari,Finished,133.0,,suzuka
15487,3985,206,14,1,3,3,4.0,51,27.662,5271062.0,,,,1,coulthard,1971-03-27,mclaren,Finished,156.0,,suzuka
15488,3986,206,71,17,8,4,3.0,51,,5316891.0,,,,1,damon_hill,1960-09-17,jordan,Finished,34.0,,suzuka
15489,3987,206,49,3,5,5,2.0,51,,5317257.0,,,,1,frentzen,1967-05-18,williams,Finished,38.0,,suzuka
15490,3988,206,35,3,6,6,1.0,51,,5319267.0,,,,1,villeneuve,1971-04-09,williams,Finished,38.0,,suzuka
15491,3989,206,55,15,12,7,0.0,51,,5339453.0,,,,1,alesi,1964-06-11,sauber,Finished,10.0,,suzuka
15492,3990,206,21,22,10,8,0.0,51,,5344702.0,,,,1,fisichella,1973-01-14,benetton,Finished,33.0,,suzuka
15493,3991,206,25,22,9,9,0.0,50,,,,,,11,wurz,1974-02-15,benetton,+1 Lap,33.0,,suzuka
15494,3992,206,65,15,11,10,0.0,50,,,,,,11,herbert,1964-06-25,sauber,+1 Lap,10.0,,suzuka
15495,3993,206,44,20,13,11,0.0,50,,,,,,11,panis,1966-09-02,prost,+1 Lap,1.0,,suzuka
15496,3994,206,15,20,14,12,0.0,48,,,,,,13,trulli,1974-07-13,prost,+3 Laps,1.0,25106.5,suzuka
15497,3995,206,75,18,20,13,0.0,40,,,,,,37,nakano,1971-04-01,minardi,Throttle,0.0,,suzuka
15498,3996,206,30,6,1,14,0.0,31,,,,,,27,michael_schumacher,1969-01-03,ferrari,Tyre,133.0,22541.64444444445,suzuka
15499,3997,206,68,25,17,15,0.0,28,,,,,,4,takagi,1974-02-12,tyrrell,Collision,0.0,,suzuka
15500,3998,206,74,18,21,16,0.0,28,,,,,,4,tuero,1978-04-22,minardi,Collision,0.0,,suzuka
15501,3999,206,22,24,16,17,0.0,25,,,,,,9,barrichello,1972-05-23,stewart,Hydraulics,5.0,24617.02,suzuka
15502,4000,206,50,24,19,18,0.0,21,,,,,,6,verstappen,1972-03-04,stewart,Gearbox,5.0,,suzuka
15503,4001,206,63,21,15,19,0.0,14,,,,,,9,salo,1966-11-30,arrows,Hydraulics,6.0,,suzuka
15504,4002,206,23,17,7,20,0.0,13,,,,,,5,ralf_schumacher,1975-06-30,jordan,Engine,34.0,,suzuka
15505,4003,206,64,21,18,21,0.0,2,,,,,,20,diniz,1970-05-22,arrows,Spun off,6.0,,suzuka
15506,4004,206,73,25,0,22,0.0,0,,,,,,81,rosset,1968-07-27,tyrrell,Did not qualify,0.0,,suzuka
15507,4337,222,30,6,2,1,10.0,53,0.0,5388446.0,,,,1,michael_schumacher,1969-01-03,ferrari,Finished,100.0,22541.64444444445,suzuka
15508,4338,222,49,3,6,2,6.0,53,1.378,5389824.0,,,,1,frentzen,1967-05-18,williams,Finished,118.0,,suzuka
15509,4339,222,56,6,3,3,4.0,53,26.384,5414830.0,,,,1,irvine,1965-11-10,ferrari,Finished,100.0,,suzuka
15510,4340,222,57,1,4,4,3.0,53,27.129,5415575.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,47.0,,suzuka
15511,4341,222,55,22,7,5,2.0,53,40.403,5428849.0,,,,1,alesi,1964-06-11,benetton,Finished,64.0,,suzuka
15512,4342,222,65,15,8,6,1.0,53,41.63,5430076.0,,,,1,herbert,1964-06-25,sauber,Finished,16.0,,suzuka
15513,4343,222,21,17,9,7,0.0,53,56.825,5445271.0,,,,1,fisichella,1973-01-14,jordan,Finished,33.0,,suzuka
15514,4344,222,77,22,5,8,0.0,53,,5448875.0,,,,1,berger,1959-08-27,benetton,Finished,64.0,,suzuka
15515,4345,222,23,17,13,9,0.0,53,,5470482.0,,,,1,ralf_schumacher,1975-06-30,jordan,Finished,33.0,,suzuka
15516,4346,222,14,1,11,10,0.0,52,,,,,,5,coulthard,1971-03-27,mclaren,Engine,47.0,,suzuka
15517,4347,222,71,21,17,11,0.0,52,,,,,,11,damon_hill,1960-09-17,arrows,+1 Lap,9.0,,suzuka
15518,4348,222,64,21,16,12,0.0,52,,,,,,11,diniz,1970-05-22,arrows,+1 Lap,9.0,,suzuka
15519,4349,222,50,25,21,13,0.0,52,,,,,,11,verstappen,1972-03-04,tyrrell,+1 Lap,2.0,,suzuka
15520,4350,222,35,3,1,14,0.0,53,,,,,,2,villeneuve,1971-04-09,williams,Disqualified,118.0,,suzuka
15521,4351,222,58,18,20,15,0.0,46,,,,,,6,marques,1976-01-19,minardi,Gearbox,0.0,,suzuka
15522,4352,222,63,25,22,16,0.0,46,,,,,,5,salo,1966-11-30,tyrrell,Engine,2.0,,suzuka
15523,4353,222,44,20,10,17,0.0,36,,,,,,5,panis,1966-09-02,prost,Engine,21.0,,suzuka
15524,4354,222,75,20,15,18,0.0,22,,,,,,67,nakano,1971-04-01,prost,Wheel bearing,21.0,,suzuka
15525,4355,222,79,18,19,19,0.0,8,,,,,,5,katayama,1963-05-29,minardi,Engine,0.0,,suzuka
15526,4356,222,22,24,12,20,0.0,6,,,,,,20,barrichello,1972-05-23,stewart,Spun off,6.0,24617.02,suzuka
15527,4357,222,76,24,14,21,0.0,3,,,,,,20,magnussen,1973-07-04,stewart,Spun off,6.0,,suzuka
15528,4358,222,81,15,0,22,0.0,0,,,,,,82,morbidelli,1968-01-13,sauber,Injury,16.0,,suzuka
15529,4701,239,71,3,2,1,10.0,52,0.0,5553791.0,,,,1,damon_hill,1960-09-17,williams,Finished,175.0,,suzuka
15530,4702,239,30,6,3,2,6.0,52,1.883,5555674.0,,,,1,michael_schumacher,1969-01-03,ferrari,Finished,70.0,22541.64444444445,suzuka
15531,4703,239,57,1,5,3,4.0,52,3.212,5557003.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,49.0,,suzuka
15532,4704,239,77,22,4,4,3.0,52,26.526,5580317.0,,,,1,berger,1959-08-27,benetton,Finished,68.0,,suzuka
15533,4705,239,84,17,10,5,2.0,52,67.12,5620911.0,,,,1,brundle,1959-06-01,jordan,Finished,22.0,,suzuka
15534,4706,239,49,15,7,6,1.0,52,81.186,5634977.0,,,,1,frentzen,1967-05-18,sauber,Finished,11.0,,suzuka
15535,4707,239,44,27,12,7,0.0,52,84.51,5638301.0,,,,1,panis,1966-09-02,ligier,Finished,15.0,,suzuka
15536,4708,239,14,1,8,8,0.0,52,85.233,5639024.0,,,,1,coulthard,1971-03-27,mclaren,Finished,49.0,,suzuka
15537,4709,239,22,17,11,9,0.0,52,101.065,5654856.0,,,,1,barrichello,1972-05-23,jordan,Finished,22.0,24617.02,suzuka
15538,4710,239,65,15,13,10,0.0,52,101.799,5655590.0,,,,1,herbert,1964-06-25,sauber,Finished,11.0,,suzuka
15539,4711,239,50,29,17,11,0.0,51,,,,,,11,verstappen,1972-03-04,footwork,+1 Lap,1.0,,suzuka
15540,4712,239,83,18,18,12,0.0,50,,,,,,12,lamy,1972-03-20,minardi,+2 Laps,0.0,,suzuka
15541,4713,239,73,29,19,13,0.0,50,,,,,,12,rosset,1968-07-27,footwork,+2 Laps,1.0,,suzuka
15542,4714,239,56,6,6,14,0.0,39,,,,,,4,irvine,1965-11-10,ferrari,Collision,70.0,,suzuka
15543,4715,239,79,25,14,15,0.0,37,,,,,,5,katayama,1963-05-29,tyrrell,Engine,5.0,,suzuka
15544,4716,239,35,3,1,16,0.0,36,,,,,,36,villeneuve,1971-04-09,williams,Wheel,175.0,,suzuka
15545,4717,239,63,25,15,17,0.0,20,,,,,,5,salo,1966-11-30,tyrrell,Engine,5.0,,suzuka
15546,4718,239,64,27,16,18,0.0,13,,,,,,20,diniz,1970-05-22,ligier,Spun off,15.0,,suzuka
15547,4719,239,55,22,9,19,0.0,0,,,,,,20,alesi,1964-06-11,benetton,Spun off,68.0,,suzuka
15548,4720,239,86,18,20,20,0.0,0,,,,,,81,lavaggi,1958-02-18,minardi,Did not qualify,0.0,,suzuka
15549,5091,255,30,22,1,1,10.0,53,0.0,5812930.0,,,,1,michael_schumacher,1969-01-03,benetton,Finished,147.0,22541.64444444445,suzuka
15550,5092,255,57,1,3,2,6.0,53,19.337,5832267.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,27.0,,suzuka
15551,5093,255,65,22,9,3,4.0,53,,5896734.0,,,,1,herbert,1964-06-25,benetton,Finished,147.0,,suzuka
15552,5094,255,56,17,7,4,3.0,53,,5915066.0,,,,1,irvine,1965-11-10,jordan,Finished,21.0,,suzuka
15553,5095,255,44,27,11,5,2.0,52,,,,,,11,panis,1966-09-02,ligier,+1 Lap,18.0,,suzuka
15554,5096,255,63,25,12,6,1.0,52,,,,,,11,salo,1966-11-30,tyrrell,+1 Lap,3.0,,suzuka
15555,5097,255,87,1,23,7,0.0,52,,,,,,11,blundell,1966-04-08,mclaren,+1 Lap,27.0,,suzuka
15556,5098,255,49,15,8,8,0.0,52,,,,,,11,frentzen,1967-05-18,sauber,+1 Lap,18.0,,suzuka
15557,5099,255,69,18,17,9,0.0,51,,,,,,12,badoer,1971-01-25,minardi,+2 Laps,0.0,,suzuka
15558,5100,255,91,15,15,10,0.0,51,,,,,,12,wendlinger,1968-12-20,sauber,+2 Laps,18.0,,suzuka
15559,5101,255,83,18,16,11,0.0,51,,,,,,12,lamy,1972-03-20,minardi,+2 Laps,0.0,,suzuka
15560,5102,255,89,29,18,12,0.0,51,,,,,,12,inoue,1963-09-05,footwork,+2 Laps,1.0,,suzuka
15561,5103,255,71,3,4,13,0.0,40,,,,,,20,damon_hill,1960-09-17,williams,Spun off,108.0,,suzuka
15562,5104,255,14,3,6,14,0.0,39,,,,,,20,coulthard,1971-03-27,williams,Spun off,108.0,,suzuka
15563,5105,255,64,28,20,15,0.0,32,,,,,,20,diniz,1970-05-22,forti,Spun off,0.0,,suzuka
15564,5106,255,55,6,2,16,0.0,24,,,,,,5,alesi,1964-06-11,ferrari,Engine,73.0,,suzuka
15565,5107,255,85,30,19,17,0.0,23,,,,,,20,montermini,1964-05-30,pacific,Spun off,0.0,,suzuka
15566,5108,255,77,6,5,18,0.0,16,,,,,,10,berger,1959-08-27,ferrari,Electrical,73.0,,suzuka
15567,5109,255,22,17,10,19,0.0,15,,,,,,20,barrichello,1972-05-23,jordan,Spun off,21.0,24617.02,suzuka
15568,5110,255,79,25,13,20,0.0,12,,,,,,20,katayama,1963-05-29,tyrrell,Spun off,3.0,,suzuka
15569,5111,255,92,30,22,21,0.0,6,,,,,,86,gachot,1962-12-23,pacific,Halfshaft,0.0,,suzuka
15570,5112,255,90,28,21,22,0.0,1,,,,,,6,moreno,1959-02-11,forti,Gearbox,0.0,,suzuka
15571,5113,255,81,29,14,23,0.0,0,,,,,,20,morbidelli,1968-01-13,footwork,Spun off,1.0,,suzuka
15572,5114,255,88,27,0,24,0.0,0,,,,,,3,suzuki,1960-09-08,ligier,Accident,18.0,,suzuka
15573,5527,271,71,3,2,1,10.0,50,0.0,6953532.0,,,,1,damon_hill,1960-09-17,williams,Finished,108.0,,suzuka
15574,5528,271,30,22,1,2,6.0,50,3.365,6956897.0,,,,1,michael_schumacher,1969-01-03,benetton,Finished,103.0,22541.64444444445,suzuka
15575,5529,271,55,6,7,3,4.0,50,52.045,7005577.0,,,,1,alesi,1964-06-11,ferrari,Finished,64.0,,suzuka
15576,5530,271,95,3,4,4,3.0,50,56.074,7009606.0,,,,1,mansell,1953-08-08,williams,Finished,108.0,,suzuka
15577,5531,271,56,17,6,5,2.0,50,,7055639.0,,,,1,irvine,1965-11-10,jordan,Finished,25.0,,suzuka
15578,5532,271,49,15,3,6,1.0,50,,7073395.0,,,,1,frentzen,1967-05-18,sauber,Finished,12.0,,suzuka
15579,5533,271,57,1,8,7,0.0,50,,7076517.0,,,,1,hakkinen,1968-09-28,mclaren,Finished,38.0,,suzuka
15580,5534,271,104,29,18,8,0.0,49,,,,,,11,fittipaldi,1971-01-18,footwork,+1 Lap,9.0,,suzuka
15581,5535,271,100,33,22,9,0.0,49,,,,,,11,comas,1963-09-28,larrousse,+1 Lap,2.0,,suzuka
15582,5536,271,63,32,25,10,0.0,49,,,,,,11,salo,1966-11-30,team_lotus,+1 Lap,0.0,,suzuka
15583,5537,271,44,27,19,11,0.0,49,,,,,,11,panis,1966-09-02,ligier,+1 Lap,11.0,,suzuka
15584,5538,271,101,31,24,12,0.0,48,,,,,,12,brabham,1965-09-05,simtek,+2 Laps,0.0,,suzuka
15585,5539,271,70,32,17,13,0.0,48,,,,,,12,zanardi,1966-10-23,team_lotus,+2 Laps,0.0,,suzuka
15586,5540,271,87,25,13,14,0.0,26,,,,,,5,blundell,1966-04-08,tyrrell,Engine,13.0,,suzuka
15587,5541,271,22,17,10,15,0.0,16,,,,,,6,barrichello,1972-05-23,jordan,Gearbox,25.0,24617.02,suzuka
15588,5542,271,84,1,9,16,0.0,13,,,,,,20,brundle,1959-06-01,mclaren,Spun off,38.0,,suzuka
15589,5543,271,81,29,12,17,0.0,13,,,,,,20,morbidelli,1968-01-13,footwork,Spun off,9.0,,suzuka
15590,5544,271,77,6,11,18,0.0,10,,,,,,80,berger,1959-08-27,ferrari,Ignition,64.0,,suzuka
15591,5545,271,116,27,20,19,0.0,10,,,,,,4,lagorce,1968-09-01,ligier,Collision,11.0,,suzuka
