resultId,raceId,driverId,constructorId,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,dob,constructorRef,status,constructorPoints,avgPit
16815,689,382,176,9,\N,17,0.0,12,\N,\N,\N,\N,\N,\N,22,solana,1935-12-26,lotus-brm,Suspension,6.0,
16816,689,364,189,3,\N,18,0.0,4,\N,\N,\N,\N,\N,\N,21,gurney,1931-04-13,eagle-climax,Radiator,0.0,
16817,689,392,176,10,\N,19,0.0,0,\N,\N,\N,\N,\N,\N,69,fisher,1943-03-13,lotus-brm,Fuel system,6.0,
16818,690,328,66,3,1,1,9.0,100,2:33:10.5,9190500,\N,\N,\N,\N,1,stewart,1939-06-11,brm,Finished,9.0,
16819,690,385,6,5,2,2,6.0,100,+40.2,9230700,\N,\N,\N,\N,1,bandini,1935-12-21,ferrari,Finished,6.0,
16820,690,289,66,4,3,3,4.0,99,\N,\N,\N,\N,\N,\N,11,hill,1929-02-15,brm,+1 Lap,9.0,
16821,690,396,66,16,4,4,3.0,95,\N,\N,\N,\N,\N,\N,15,bondurant,1933-04-27,brm,+5 Laps,9.0,
16822,690,386,167,9,\N,5,0.0,80,\N,\N,\N,\N,\N,\N,7,ginther,1930-08-05,cooper-maserati,Transmission,0.0,
16823,690,389,167,15,\N,6,0.0,75,\N,\N,\N,\N,\N,\N,62,ligier,1930-07-12,cooper-maserati,Not classified,0.0,
16824,690,347,167,16,\N,7,0.0,73,\N,\N,\N,\N,\N,\N,62,bonnier,1930-01-31,cooper-maserati,Not classified,0.0,
16825,690,373,172,1,\N,8,0.0,60,\N,\N,\N,\N,\N,\N,22,clark,1936-03-04,lotus-climax,Suspension,0.0,
16826,690,358,167,7,\N,9,0.0,56,\N,\N,\N,\N,\N,\N,5,rindt,1942-04-18,cooper-maserati,Engine,0.0,
16827,690,346,181,13,\N,10,0.0,35,\N,\N,\N,\N,\N,\N,8,siffert,1936-07-07,brabham-brm,Clutch,0.0,
16828,690,374,176,12,\N,11,0.0,34,\N,\N,\N,\N,\N,\N,22,spence,1936-12-30,lotus-brm,Suspension,0.0,
16829,690,356,191,11,\N,12,0.0,17,\N,\N,\N,\N,\N,\N,6,jack_brabham,1926-04-02,brabham-repco,Gearbox,0.0,
16830,690,341,6,2,\N,13,0.0,16,\N,\N,\N,\N,\N,\N,7,surtees,1934-02-11,ferrari,Transmission,6.0,
16831,690,304,183,6,\N,14,0.0,15,\N,\N,\N,\N,\N,\N,7,hulme,1936-06-18,brabham-climax,Transmission,0.0,
16832,690,360,187,10,\N,15,0.0,9,\N,\N,\N,\N,\N,\N,44,mclaren,1937-08-30,mclaren-ford,Oil leak,0.0,
16833,690,383,183,8,\N,16,0.0,3,\N,\N,\N,\N,\N,\N,5,anderson,1931-05-19,brabham-climax,Engine,0.0,
16834,691,341,6,1,1,1,9.0,28,2:09:11.3,7751300,\N,\N,\N,\N,1,surtees,1934-02-11,ferrari,Finished,15.0,
16835,691,358,167,2,2,2,6.0,28,+42.1,7793400,\N,\N,\N,\N,1,rindt,1942-04-18,cooper-maserati,Finished,6.0,
16836,691,385,6,5,3,3,4.0,27,\N,\N,\N,\N,\N,\N,11,bandini,1935-12-21,ferrari,+1 Lap,15.0,
16837,691,356,191,4,4,4,3.0,26,\N,\N,\N,\N,\N,\N,12,jack_brabham,1926-04-02,brabham-repco,+2 Laps,3.0,
16838,691,386,167,8,5,5,2.0,25,\N,\N,\N,\N,\N,\N,13,ginther,1930-08-05,cooper-maserati,+3 Laps,6.0,
16839,691,389,167,12,\N,6,0.0,24,\N,\N,\N,\N,\N,\N,62,ligier,1930-07-12,cooper-maserati,Not classified,6.0,
16840,691,364,189,15,\N,7,0.0,23,\N,\N,\N,\N,\N,\N,62,gurney,1931-04-13,eagle-climax,Not classified,0.0,
16841,691,328,66,3,\N,8,0.0,0,\N,\N,\N,\N,\N,\N,3,stewart,1939-06-11,brm,Accident,9.0,
16842,691,347,167,6,\N,9,0.0,0,\N,\N,\N,\N,\N,\N,3,bonnier,1930-01-31,cooper-maserati,Accident,6.0,
16843,691,374,176,7,\N,10,0.0,0,\N,\N,\N,\N,\N,\N,3,spence,1936-12-30,lotus-brm,Accident,0.0,
16844,691,289,66,9,\N,11,0.0,0,\N,\N,\N,\N,\N,\N,3,hill,1929-02-15,brm,Accident,9.0,
16845,691,373,172,10,\N,12,0.0,0,\N,\N,\N,\N,\N,\N,5,clark,1936-03-04,lotus-climax,Engine,0.0,
16846,691,396,66,11,\N,13,0.0,0,\N,\N,\N,\N,\N,\N,3,bondurant,1933-04-27,brm,Accident,9.0,
16847,691,304,183,13,\N,14,0.0,0,\N,\N,\N,\N,\N,\N,3,hulme,1936-06-18,brabham-climax,Accident,0.0,
16848,691,346,167,14,\N,15,0.0,0,\N,\N,\N,\N,\N,\N,3,siffert,1936-07-07,cooper-maserati,Accident,6.0,
16849,691,360,188,0,\N,16,0.0,0,\N,\N,\N,\N,\N,\N,54,mclaren,1937-08-30,mclaren-seren,Withdrew,0.0,
16850,691,397,176,0,\N,17,0.0,0,\N,\N,\N,\N,\N,\N,5,arundell,1933-11-08,lotus-brm,Engine,0.0,
16851,691,398,66,0,\N,18,0.0,0,\N,\N,\N,\N,\N,\N,54,vic_wilson,1931-04-14,brm,Withdrew,9.0,
16852,692,356,191,4,1,1,9.0,48,1:48:31.3,6511300,\N,\N,\N,\N,1,jack_brabham,1926-04-02,brabham-repco,Finished,12.0,
16853,692,387,6,3,2,2,6.0,48,+9.5,6520800,\N,\N,\N,\N,1,parkes,1931-09-24,ferrari,Finished,21.0,
16854,692,304,191,9,3,3,4.0,46,\N,\N,\N,\N,\N,\N,12,hulme,1936-06-18,brabham-repco,+2 Laps,12.0,
16855,692,358,167,5,4,4,3.0,46,\N,\N,\N,\N,\N,\N,12,rindt,1942-04-18,cooper-maserati,+2 Laps,9.0,
16856,692,364,189,14,5,5,2.0,45,\N,\N,\N,\N,\N,\N,13,gurney,1931-04-13,eagle-climax,+3 Laps,2.0,
16857,692,399,181,15,6,6,1.0,45,\N,\N,\N,\N,\N,\N,13,taylor,1933-03-23,brabham-brm,+3 Laps,1.0,
16858,692,383,183,12,7,7,0.0,44,\N,\N,\N,\N,\N,\N,14,anderson,1931-05-19,brabham-climax,+4 Laps,0.0,
16859,692,278,167,7,8,8,0.0,44,\N,\N,\N,\N,\N,\N,14,amon,1943-07-20,cooper-maserati,+4 Laps,9.0,
16860,692,389,167,11,\N,9,0.0,42,\N,\N,\N,\N,\N,\N,62,ligier,1930-07-12,cooper-maserati,Not classified,9.0,
16861,692,345,172,13,\N,10,0.0,40,\N,\N,\N,\N,\N,\N,44,rodriguez,1940-01-18,lotus-climax,Oil leak,0.0,
16862,692,385,6,1,\N,11,0.0,37,\N,\N,\N,\N,\N,\N,62,bandini,1935-12-21,ferrari,Not classified,21.0,
16863,692,347,183,17,\N,12,0.0,32,\N,\N,\N,\N,\N,\N,62,bonnier,1930-01-31,brabham-climax,Not classified,0.0,
16864,692,289,66,8,\N,13,0.0,13,\N,\N,\N,\N,\N,\N,5,hill,1929-02-15,brm,Engine,9.0,
16865,692,346,167,6,\N,14,0.0,10,\N,\N,\N,\N,\N,\N,69,siffert,1936-07-07,cooper-maserati,Fuel system,9.0,
16866,692,374,176,10,\N,15,0.0,8,\N,\N,\N,\N,\N,\N,8,spence,1936-12-30,lotus-brm,Clutch,0.0,
16867,692,341,167,2,\N,16,0.0,5,\N,\N,\N,\N,\N,\N,69,surtees,1934-02-11,cooper-maserati,Fuel system,9.0,
16868,692,397,176,16,\N,17,0.0,3,\N,\N,\N,\N,\N,\N,6,arundell,1933-11-08,lotus-brm,Gearbox,0.0,
16869,693,356,191,1,1,1,9.0,80,2:13:13.4,7993400,\N,\N,\N,\N,1,jack_brabham,1926-04-02,brabham-repco,Finished,21.0,
16870,693,304,191,2,2,2,6.0,80,+9.6,8003000,\N,\N,\N,\N,1,hulme,1936-06-18,brabham-repco,Finished,21.0,
16871,693,289,66,4,3,3,4.0,79,\N,\N,\N,\N,\N,\N,11,hill,1929-02-15,brm,+1 Lap,13.0,
16872,693,373,172,5,4,4,3.0,79,\N,\N,\N,\N,\N,\N,11,clark,1936-03-04,lotus-climax,+1 Lap,3.0,
16873,693,358,167,7,5,5,2.0,79,\N,\N,\N,\N,\N,\N,11,rindt,1942-04-18,cooper-maserati,+1 Lap,11.0,
16874,693,360,188,13,6,6,1.0,78,\N,\N,\N,\N,\N,\N,12,mclaren,1937-08-30,mclaren-seren,+2 Laps,1.0,
16875,693,388,183,12,7,7,0.0,78,\N,\N,\N,\N,\N,\N,12,irwin,1942-06-27,brabham-climax,+2 Laps,0.0,
16876,693,399,181,16,8,8,0.0,76,\N,\N,\N,\N,\N,\N,14,taylor,1933-03-23,brabham-brm,+4 Laps,1.0,
16877,693,396,66,14,9,9,0.0,76,\N,\N,\N,\N,\N,\N,14,bondurant,1933-04-27,brm,+4 Laps,13.0,
16878,693,389,167,17,10,10,0.0,75,\N,\N,\N,\N,\N,\N,15,ligier,1930-07-12,cooper-maserati,+5 Laps,11.0,
16879,693,400,192,19,11,11,0.0,73,\N,\N,\N,\N,\N,\N,17,lawrence,1933-07-27,cooper-ferrari,+7 Laps,0.0,
16880,693,383,183,10,\N,12,0.0,70,\N,\N,\N,\N,\N,\N,62,anderson,1931-05-19,brabham-climax,Not classified,0.0,
16881,693,346,167,11,\N,13,0.0,70,\N,\N,\N,\N,\N,\N,62,siffert,1936-07-07,cooper-maserati,Not classified,11.0,
16882,693,341,167,6,\N,14,0.0,67,\N,\N,\N,\N,\N,\N,7,surtees,1934-02-11,cooper-maserati,Transmission,11.0,
16883,693,347,183,15,\N,15,0.0,42,\N,\N,\N,\N,\N,\N,8,bonnier,1930-01-31,brabham-climax,Clutch,0.0,
16884,693,397,176,20,\N,16,0.0,32,\N,\N,\N,\N,\N,\N,6,arundell,1933-11-08,lotus-brm,Gearbox,0.0,
16885,693,328,66,8,\N,17,0.0,17,\N,\N,\N,\N,\N,\N,5,stewart,1939-06-11,brm,Engine,13.0,
16886,693,374,176,9,\N,18,0.0,15,\N,\N,\N,\N,\N,\N,44,spence,1936-12-30,lotus-brm,Oil leak,0.0,
16887,693,364,189,3,\N,19,0.0,9,\N,\N,\N,\N,\N,\N,5,gurney,1931-04-13,eagle-climax,Engine,2.0,
16888,693,401,91,18,\N,20,0.0,0,\N,\N,\N,\N,\N,\N,5,trevor_taylor,1936-12-26,shannon,Engine,0.0,
16889,694,356,191,1,1,1,9.0,90,2:20:32.5,8432500,\N,\N,\N,\N,1,jack_brabham,1926-04-02,brabham-repco,Finished,30.0,
16890,694,289,66,7,2,2,6.0,89,\N,\N,\N,\N,\N,\N,11,hill,1929-02-15,brm,+1 Lap,19.0,
16891,694,373,172,3,3,3,4.0,88,\N,\N,\N,\N,\N,\N,12,clark,1936-03-04,lotus-climax,+2 Laps,7.0,
16892,694,328,66,8,4,4,3.0,88,\N,\N,\N,\N,\N,\N,12,stewart,1939-06-11,brm,+2 Laps,19.0,
16893,694,374,176,12,5,5,2.0,87,\N,\N,\N,\N,\N,\N,13,spence,1936-12-30,lotus-brm,+3 Laps,2.0,
16894,694,385,6,9,6,6,1.0,87,\N,\N,\N,\N,\N,\N,13,bandini,1935-12-21,ferrari,+3 Laps,22.0,
16895,694,347,167,13,7,7,0.0,84,\N,\N,\N,\N,\N,\N,16,bonnier,1930-01-31,cooper-maserati,+6 Laps,11.0,
16896,694,399,181,17,8,8,0.0,84,\N,\N,\N,\N,\N,\N,16,taylor,1933-03-23,brabham-brm,+6 Laps,1.0,
16897,694,389,167,16,9,9,0.0,84,\N,\N,\N,\N,\N,\N,16,ligier,1930-07-12,cooper-maserati,+6 Laps,11.0,
16898,694,346,167,11,\N,10,0.0,79,\N,\N,\N,\N,\N,\N,5,siffert,1936-07-07,cooper-maserati,Engine,11.0,
16899,694,383,183,14,\N,11,0.0,73,\N,\N,\N,\N,\N,\N,22,anderson,1931-05-19,brabham-climax,Suspension,0.0,
16900,694,341,167,10,\N,12,0.0,44,\N,\N,\N,\N,\N,\N,10,surtees,1934-02-11,cooper-maserati,Electrical,11.0,
16901,694,304,191,2,\N,13,0.0,37,\N,\N,\N,\N,\N,\N,80,hulme,1936-06-18,brabham-repco,Ignition,30.0,
16902,694,397,176,15,\N,14,0.0,28,\N,\N,\N,\N,\N,\N,80,arundell,1933-11-08,lotus-brm,Ignition,2.0,
16903,694,364,189,4,\N,15,0.0,26,\N,\N,\N,\N,\N,\N,44,gurney,1931-04-13,eagle-climax,Oil leak,2.0,
16904,694,387,6,5,\N,16,0.0,10,\N,\N,\N,\N,\N,\N,3,parkes,1931-09-24,ferrari,Accident,22.0,
16905,694,358,167,6,\N,17,0.0,2,\N,\N,\N,\N,\N,\N,3,rindt,1942-04-18,cooper-maserati,Accident,11.0,
16906,695,356,191,5,1,1,9.0,15,2:27:03.0,8823000,\N,\N,\N,\N,1,jack_brabham,1926-04-02,brabham-repco,Finished,39.0,
16907,695,341,167,2,2,2,6.0,15,+44.4,8867400,\N,\N,\N,\N,1,surtees,1934-02-11,cooper-maserati,Finished,17.0,
16908,695,358,167,9,3,3,4.0,15,+2:32.6,8975600,\N,\N,\N,\N,1,rindt,1942-04-18,cooper-maserati,Finished,17.0,
16909,695,289,66,10,4,4,3.0,15,+6:41.4,9224400,\N,\N,\N,\N,1,hill,1929-02-15,brm,Finished,22.0,
16910,695,328,66,3,5,5,2.0,15,+8:28.9,9331900,\N,\N,\N,\N,1,stewart,1939-06-11,brm,Finished,22.0,
16911,695,385,6,6,6,6,1.0,15,+10:56.4,9479400,\N,\N,\N,\N,1,bandini,1935-12-21,ferrari,Finished,23.0,
16912,695,364,189,8,7,7,0.0,14,\N,\N,\N,\N,\N,\N,10,gurney,1931-04-13,eagle-climax,Electrical,2.0,
16913,695,397,176,17,8,8,0.0,14,\N,\N,\N,\N,\N,\N,11,arundell,1933-11-08,lotus-brm,+1 Lap,2.0,
16914,695,374,176,13,\N,9,0.0,12,\N,\N,\N,\N,\N,\N,91,spence,1936-12-30,lotus-brm,Alternator,2.0,
16915,695,373,172,1,\N,10,0.0,11,\N,\N,\N,\N,\N,\N,3,clark,1936-03-04,lotus-climax,Accident,7.0,
16916,695,400,192,26,\N,11,0.0,10,\N,\N,\N,\N,\N,\N,22,lawrence,1933-07-27,cooper-ferrari,Suspension,0.0,
16917,695,375,6,4,\N,12,0.0,9,\N,\N,\N,\N,\N,\N,10,scarfiotti,1933-10-18,ferrari,Electrical,23.0,
16918,695,387,6,7,\N,13,0.0,9,\N,\N,\N,\N,\N,\N,3,parkes,1931-09-24,ferrari,Accident,23.0,
16919,695,304,191,15,\N,14,0.0,8,\N,\N,\N,\N,\N,\N,80,hulme,1936-06-18,brabham-repco,Ignition,39.0,
16920,695,347,167,12,\N,15,0.0,3,\N,\N,\N,\N,\N,\N,8,bonnier,1930-01-31,cooper-maserati,Clutch,17.0,
16921,695,396,66,11,\N,16,0.0,3,\N,\N,\N,\N,\N,\N,5,bondurant,1933-04-27,brm,Engine,22.0,
16922,695,383,183,14,\N,17,0.0,2,\N,\N,\N,\N,\N,\N,7,anderson,1931-05-19,brabham-climax,Transmission,0.0,
16923,695,399,181,25,\N,18,0.0,0,\N,\N,\N,\N,\N,\N,3,taylor,1933-03-23,brabham-brm,Accident,1.0,
16924,695,389,167,0,\N,19,0.0,0,\N,\N,\N,\N,\N,\N,82,ligier,1930-07-12,cooper-maserati,Injury,17.0,
16925,696,375,6,2,1,1,9.0,68,1:47:14.8,6434800,\N,\N,\N,\N,1,scarfiotti,1933-10-18,ferrari,Finished,31.0,
16926,696,387,6,1,2,2,6.0,68,+5.8,6440600,\N,\N,\N,\N,1,parkes,1931-09-24,ferrari,Finished,31.0,
16927,696,304,191,10,3,3,4.0,68,+6.1,6440900,\N,\N,\N,\N,1,hulme,1936-06-18,brabham-repco,Finished,40.0,
16928,696,358,167,8,4,4,3.0,67,\N,\N,\N,\N,\N,\N,11,rindt,1942-04-18,cooper-maserati,+1 Lap,20.0,
16929,696,374,176,14,5,5,2.0,67,\N,\N,\N,\N,\N,\N,11,spence,1936-12-30,lotus-brm,+1 Lap,4.0,
16930,696,383,183,15,6,6,1.0,66,\N,\N,\N,\N,\N,\N,12,anderson,1931-05-19,brabham-climax,+2 Laps,1.0,
16931,696,396,66,18,7,7,0.0,65,\N,\N,\N,\N,\N,\N,13,bondurant,1933-04-27,brm,+3 Laps,22.0,
16932,696,397,176,13,8,8,0.0,63,\N,\N,\N,\N,\N,\N,5,arundell,1933-11-08,lotus-brm,Engine,4.0,
16933,696,402,172,20,9,9,0.0,63,\N,\N,\N,\N,\N,\N,15,geki,1937-10-23,lotus-climax,+5 Laps,7.0,
16934,696,394,6,16,\N,10,0.0,59,\N,\N,\N,\N,\N,\N,62,baghetti,1934-12-25,ferrari,Not classified,31.0,
16935,696,373,176,3,\N,11,0.0,58,\N,\N,\N,\N,\N,\N,6,clark,1936-03-04,lotus-brm,Gearbox,4.0,
16936,696,346,167,17,\N,12,0.0,46,\N,\N,\N,\N,\N,\N,5,siffert,1936-07-07,cooper-maserati,Engine,20.0,
16937,696,385,6,5,\N,13,0.0,33,\N,\N,\N,\N,\N,\N,80,bandini,1935-12-21,ferrari,Ignition,31.0,
16938,696,341,167,4,\N,14,0.0,31,\N,\N,\N,\N,\N,\N,95,surtees,1934-02-11,cooper-maserati,Fuel leak,20.0,
16939,696,386,11,7,\N,15,0.0,16,\N,\N,\N,\N,\N,\N,3,ginther,1930-08-05,honda,Accident,0.0,
16940,696,356,191,6,\N,16,0.0,7,\N,\N,\N,\N,\N,\N,44,jack_brabham,1926-04-02,brabham-repco,Oil leak,40.0,
16941,696,364,190,19,\N,17,0.0,7,\N,\N,\N,\N,\N,\N,5,gurney,1931-04-13,eagle-weslake,Engine,0.0,
16942,696,328,66,9,\N,18,0.0,5,\N,\N,\N,\N,\N,\N,95,stewart,1939-06-11,brm,Fuel leak,22.0,
16943,696,347,167,12,\N,19,0.0,3,\N,\N,\N,\N,\N,\N,37,bonnier,1930-01-31,cooper-maserati,Throttle,20.0,
16944,696,289,66,11,\N,20,0.0,0,\N,\N,\N,\N,\N,\N,5,hill,1929-02-15,brm,Engine,22.0,
16945,696,403,189,0,\N,21,0.0,0,\N,\N,\N,\N,\N,\N,81,phil_hill,1927-04-20,eagle-climax,Did not qualify,2.0,
16946,696,278,181,0,\N,22,0.0,0,\N,\N,\N,\N,\N,\N,81,amon,1943-07-20,brabham-brm,Did not qualify,1.0,
16947,697,373,176,2,1,1,9.0,108,2:09:40.11,7780110,\N,\N,\N,\N,1,clark,1936-03-04,lotus-brm,Finished,13.0,
16948,697,358,167,9,2,2,6.0,107,\N,\N,\N,\N,\N,\N,60,rindt,1942-04-18,cooper-maserati,Out of fuel,24.0,
16949,697,341,167,4,3,3,4.0,107,\N,\N,\N,\N,\N,\N,11,surtees,1934-02-11,cooper-maserati,+1 Lap,24.0,
16950,697,346,167,13,4,4,3.0,105,\N,\N,\N,\N,\N,\N,13,siffert,1936-07-07,cooper-maserati,+3 Laps,24.0,
16951,697,360,187,11,5,5,2.0,105,\N,\N,\N,\N,\N,\N,13,mclaren,1937-08-30,mclaren-ford,+3 Laps,2.0,
16952,697,397,172,19,6,6,1.0,101,\N,\N,\N,\N,\N,\N,17,arundell,1933-11-08,lotus-climax,+7 Laps,8.0,
16953,697,404,66,17,\N,7,0.0,96,\N,\N,\N,\N,\N,\N,91,ireland,1930-06-12,brm,Alternator,22.0,
16954,697,386,11,8,\N,8,0.0,81,\N,\N,\N,\N,\N,\N,62,ginther,1930-08-05,honda,Not classified,0.0,
16955,697,374,176,12,\N,9,0.0,74,\N,\N,\N,\N,\N,\N,80,spence,1936-12-30,lotus-brm,Ignition,13.0,
16956,697,405,11,18,\N,10,0.0,58,\N,\N,\N,\N,\N,\N,5,bucknum,1936-04-05,honda,Engine,0.0,
16957,697,347,167,15,\N,11,0.0,57,\N,\N,\N,\N,\N,\N,62,bonnier,1930-01-31,cooper-maserati,Not classified,24.0,
16958,697,356,191,1,\N,12,0.0,55,\N,\N,\N,\N,\N,\N,5,jack_brabham,1926-04-02,brabham-repco,Engine,40.0,
16959,697,328,66,6,\N,13,0.0,53,\N,\N,\N,\N,\N,\N,5,stewart,1939-06-11,brm,Engine,22.0,
16960,697,289,66,5,\N,14,0.0,52,\N,\N,\N,\N,\N,\N,24,hill,1929-02-15,brm,Differential,22.0,
16961,697,385,6,3,\N,15,0.0,34,\N,\N,\N,\N,\N,\N,5,bandini,1935-12-21,ferrari,Engine,31.0,
16962,697,304,191,7,\N,16,0.0,18,\N,\N,\N,\N,\N,\N,5,hulme,1936-06-18,brabham-repco,Engine,40.0,
16963,697,345,176,10,\N,17,0.0,13,\N,\N,\N,\N,\N,\N,31,rodriguez,1940-01-18,lotus-brm,Retired,13.0,
16964,697,364,190,14,\N,18,0.0,13,\N,\N,\N,\N,\N,\N,8,gurney,1931-04-13,eagle-weslake,Clutch,0.0,
16965,697,396,189,16,\N,19,0.0,5,\N,\N,\N,\N,\N,\N,2,bondurant,1933-04-27,eagle-climax,Disqualified,2.0,
16966,698,341,167,1,1,1,9.0,65,2:06:35.34,7595340,\N,\N,\N,\N,1,surtees,1934-02-11,cooper-maserati,Finished,30.0,
16967,698,356,191,4,2,2,6.0,65,+7.88,7603220,\N,\N,\N,\N,1,jack_brabham,1926-04-02,brabham-repco,Finished,42.0,
16968,698,304,191,6,3,3,4.0,64,\N,\N,\N,\N,\N,\N,11,hulme,1936-06-18,brabham-repco,+1 Lap,42.0,
16969,698,386,11,3,4,4,3.0,64,\N,\N,\N,\N,\N,\N,11,ginther,1930-08-05,honda,+1 Lap,3.0,
16970,698,364,189,9,5,5,2.0,64,\N,\N,\N,\N,\N,\N,11,gurney,1931-04-13,eagle-climax,+1 Lap,4.0,
16971,698,347,167,12,6,6,1.0,63,\N,\N,\N,\N,\N,\N,12,bonnier,1930-01-31,cooper-maserati,+2 Laps,30.0,
16972,698,397,176,17,7,7,0.0,61,\N,\N,\N,\N,\N,\N,14,arundell,1933-11-08,lotus-brm,+4 Laps,13.0,
16973,698,405,11,13,8,8,0.0,60,\N,\N,\N,\N,\N,\N,15,bucknum,1936-04-05,honda,+5 Laps,3.0,
16974,698,345,176,8,\N,9,0.0,49,\N,\N,\N,\N,\N,\N,24,rodriguez,1940-01-18,lotus-brm,Differential,13.0,
16975,698,360,187,14,\N,10,0.0,40,\N,\N,\N,\N,\N,\N,5,mclaren,1937-08-30,mclaren-ford,Engine,2.0,
16976,698,346,167,11,\N,11,0.0,33,\N,\N,\N,\N,\N,\N,22,siffert,1936-07-07,cooper-maserati,Suspension,30.0,
16977,698,358,167,5,\N,12,0.0,32,\N,\N,\N,\N,\N,\N,22,rindt,1942-04-18,cooper-maserati,Suspension,30.0,
16978,698,404,66,16,\N,13,0.0,28,\N,\N,\N,\N,\N,\N,7,ireland,1930-06-12,brm,Transmission,22.0,
16979,698,328,66,10,\N,14,0.0,26,\N,\N,\N,\N,\N,\N,44,stewart,1939-06-11,brm,Oil leak,22.0,
16980,698,396,190,18,\N,15,0.0,24,\N,\N,\N,\N,\N,\N,69,bondurant,1933-04-27,eagle-weslake,Fuel system,0.0,
16981,698,289,66,7,\N,16,0.0,18,\N,\N,\N,\N,\N,\N,5,hill,1929-02-15,brm,Engine,22.0,
16982,698,373,176,2,\N,17,0.0,9,\N,\N,\N,\N,\N,\N,6,clark,1936-03-04,lotus-brm,Gearbox,13.0,
16983,698,382,167,15,\N,18,0.0,9,\N,\N,\N,\N,\N,\N,25,solana,1935-12-26,cooper-maserati,Overheating,30.0,
16984,699,373,172,1,1,1,9.0,85,2:06:46.0,7606000,\N,\N,\N,\N,1,clark,1936-03-04,lotus-climax,Finished,9.0,
16985,699,341,6,2,2,2,6.0,85,+29.0,7635000,\N,\N,\N,\N,1,surtees,1934-02-11,ferrari,Finished,6.0,
16986,699,289,66,5,3,3,4.0,85,+31.8,7637800,\N,\N,\N,\N,1,hill,1929-02-15,brm,Finished,4.0,
16987,699,374,172,4,4,4,3.0,85,+54.4,7660400,\N,\N,\N,\N,1,spence,1936-12-30,lotus-climax,Finished,9.0,
16988,699,360,170,8,5,5,2.0,84,\N,\N,\N,\N,\N,\N,11,mclaren,1937-08-30,cooper-climax,+1 Lap,2.0,
16989,699,328,66,11,6,6,1.0,83,\N,\N,\N,\N,\N,\N,12,stewart,1939-06-11,brm,+2 Laps,4.0,
16990,699,346,181,14,7,7,0.0,83,\N,\N,\N,\N,\N,\N,12,siffert,1936-07-07,brabham-brm,+2 Laps,0.0,
16991,699,356,183,3,8,8,0.0,81,\N,\N,\N,\N,\N,\N,14,jack_brabham,1926-04-02,brabham-climax,+4 Laps,0.0,
16992,699,406,182,16,9,9,0.0,81,\N,\N,\N,\N,\N,\N,14,hawkins,1937-10-12,brabham-ford,+4 Laps,0.0,
16993,699,362,51,17,10,10,0.0,79,\N,\N,\N,\N,\N,\N,16,klerk,1935-03-16,alfa,+6 Laps,0.0,
16994,699,408,176,13,11,11,0.0,77,\N,\N,\N,\N,\N,\N,18,maggs,1937-02-09,lotus-brm,+8 Laps,0.0,
16995,699,380,181,15,12,12,0.0,75,\N,\N,\N,\N,\N,\N,88,gardner,1930-10-01,brabham-brm,+10 Laps,0.0,
16996,699,368,185,20,13,13,0.0,73,\N,\N,\N,\N,\N,\N,55,tingle,1921-08-24,lds-alfa_romeo,+12 Laps,0.0,
16997,699,407,182,19,14,14,0.0,71,\N,\N,\N,\N,\N,\N,111,prophet,1937-10-09,brabham-ford,+14 Laps,0.0,
16998,699,385,6,6,15,15,0.0,66,\N,\N,\N,\N,\N,\N,80,bandini,1935-12-21,ferrari,Ignition,6.0,
16999,699,383,183,12,\N,16,0.0,50,\N,\N,\N,\N,\N,\N,62,anderson,1931-05-19,brabham-climax,Not classified,0.0,
17000,699,347,183,7,\N,17,0.0,42,\N,\N,\N,\N,\N,\N,8,bonnier,1930-01-31,brabham-climax,Clutch,0.0,
17001,699,358,170,10,\N,18,0.0,39,\N,\N,\N,\N,\N,\N,10,rindt,1942-04-18,cooper-climax,Electrical,2.0,
17002,699,340,170,18,\N,19,0.0,20,\N,\N,\N,\N,\N,\N,86,love,1924-12-07,cooper-climax,Halfshaft,2.0,
17003,699,364,183,9,\N,20,0.0,11,\N,\N,\N,\N,\N,\N,80,gurney,1931-04-13,brabham-climax,Ignition,0.0,
17004,699,409,186,0,\N,21,0.0,0,\N,\N,\N,\N,\N,\N,81,blokdyk,1935-11-30,cooper-ford,Did not qualify,0.0,
17005,699,410,172,0,\N,22,0.0,0,\N,\N,\N,\N,\N,\N,81,lederle,1938-09-25,lotus-climax,Did not qualify,9.0,
17006,699,411,184,0,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,81,serrurier,1920-12-09,lds-climax,Did not qualify,0.0,
17007,699,412,180,0,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,81,niemann,1939-01-07,lotus-ford,Did not qualify,0.0,
17008,699,413,172,0,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,81,pieterse,1938-07-04,lotus-climax,Did not qualify,9.0,
17009,699,414,172,0,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,97,puzey,1941-07-11,lotus-climax,Did not prequalify,9.0,
17010,699,334,185,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,97,pretorius,1934-11-22,lds-alfa_romeo,Did not prequalify,0.0,
17011,699,293,180,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,97,charlton,1936-10-27,lotus-ford,Did not prequalify,0.0,
